10.0    20.0    1.0
20.0	30.0		1.602639
30.0	45.0		1.295228
45.0	60.0		1.173926
60.0	80.0		1.115088
80.0	110.0		1.076978
110.0	160.0		1.050585
160.0	210.0		1.036028
210.0	260.0		1.028482
260.0	310.0		1.023896
310.0	400.0		1.019860
400.0	500.0		1.016550
500.0	600.0		1.014380
600.0	800.0		1.012342
800.0	1000.0		1.010714
1000.0	1200.0		1.009688
1200.0	1500.0		1.008836
