10.0    20.0    1.0
20.0	30.0		1.530142
30.0	45.0		1.257277
45.0	60.0		1.150756
60.0	80.0		1.099507
80.0	110.0		1.066544
110.0	160.0		1.043879
160.0	210.0		1.031465
210.0	260.0		1.025065
260.0	310.0		1.021192
310.0	400.0		1.017795
400.0	500.0		1.015019
500.0	600.0		1.013206
600.0	800.0		1.011510
800.0	1000.0		1.010160
1000.0	1200.0		1.009312
