  1.75999994098674404E-005   1.2000000476837158       5.31200839229566201E-006  2.98499517520994800E-007
  2.19079394306280580E-005   1.2000000476837158       6.23218207010332763E-006  3.51957710404485219E-007
  2.72703310334760196E-005   1.2000000476837158       7.36517916879671500E-006  4.31547642557275409E-007
  3.39452716231124650E-005   1.2000000476837158       8.62186479082079775E-006  5.23216674002778534E-007
  4.22540329324344206E-005   1.2000000476837158       1.03026303586546096E-005  6.26194783426612866E-007
  5.25965241603669345E-005   1.2000000476837158       1.20770578019409643E-005  7.50747792837891774E-007
  6.54705400115444006E-005   1.2000000476837158       1.42542030061009595E-005  8.96917018121284791E-007
  8.14957200657217889E-005   1.2000000476837158       1.69432578382141551E-005  1.06533825376817201E-006
  1.01443372665925569E-004   1.2000000476837158       1.98208029873878182E-005  1.26218282598088408E-006
  1.26273598779652802E-004   1.2000000476837158       2.33713076407420237E-005  1.52482244650853751E-006
  1.57181502642612806E-004   1.2000000476837158       2.74250778580783922E-005  1.79662008945683304E-006
  1.95654713350663771E-004   1.2000000476837158       3.23692096132739373E-005  2.15585361878767719E-006
  2.43544985973128552E-004   1.2000000476837158       3.83482296160272954E-005  2.55865377238021380E-006
  3.03157328422469963E-004   1.2000000476837158       4.49493621378147505E-005  3.02538924153492599E-006
  3.77360943847924383E-004   1.2000000476837158       5.30636852303526739E-005  3.64820775620677455E-006
  4.69727328324224657E-004   1.2000000476837158       6.26458315820856837E-005  4.33596002045220283E-006
  5.84702170618729635E-004   1.2000000476837158       7.39097710998178005E-005  5.17862621418800772E-006
  7.27819327748963920E-004   1.2000000476837158       8.71399266365240299E-005  6.27117789055319747E-006
  9.05967175193492127E-004   1.2000000476837158       1.01903477924779101E-004  7.43359604267248837E-006
  1.12772015146480622E-003   1.2000000476837158       1.20210718060195291E-004  8.87673845933317356E-006
  1.40375145462438128E-003   1.2000000476837158       1.43196095018280003E-004  1.05859319056912032E-005
  1.74734675424620400E-003   1.2000000476837158       1.67069082203007119E-004  1.26316752256023954E-005
  2.17504364431218410E-003   1.2000000476837158       1.95746526838463323E-004  1.50408956982850797E-005
  2.70742761456278661E-003   1.2000000476837158       2.30176603696258524E-004  1.80753573821825284E-005
  3.37012285121991804E-003   1.2000000476837158       2.67782106777334958E-004  2.17219794371261778E-005
  4.19502555533651528E-003   1.2000000476837158       3.12721998692852229E-004  2.60531042639780626E-005
  5.22183913964923384E-003   1.2000000476837158       3.69167930213946450E-004  3.16481034377361317E-005
  6.49998519453245764E-003   1.2000000476837158       4.27573284896664088E-004  3.78265412313398970E-005
  8.09098219980387834E-003   1.2000000476837158       4.95624782602957004E-004  4.59733292862610679E-005
  1.00714064722192045E-002   1.2000000476837158       5.71762677210457273E-004  5.59462995238255650E-005
  1.25365778620941219E-002   1.2000000476837158       6.61247414568658489E-004  6.78342588643824322E-005
  1.56051475954100179E-002   1.2000000476837158       7.69484354817202712E-004  8.41732838816642513E-005
  1.94248090789469370E-002   1.2000000476837158       9.01156122552383568E-004  1.06515277293680523E-004
  2.41794065353487797E-002   1.2000000476837158       1.05134746331236005E-003  1.36910386685679911E-004
  3.00977836140133778E-002   1.2000000476837158       1.23931981990009553E-003  1.79610369588006192E-004
  3.74647978705199905E-002   1.2000000476837158       1.44250311800856465E-003  2.38677385294828993E-004
  4.66350312527798530E-002   1.2000000476837158       1.66692460080801940E-003  3.12220816373785781E-004
  5.80498564936623301E-002   1.2000000476837158       1.89785596643213240E-003  4.03753365635053615E-004
  7.22586808330684949E-002   1.2000000476837158       2.09567931251045721E-003  4.98845412946025395E-004
  8.99453895515711505E-002   1.2000000476837158       2.28348480551522365E-003  6.02493196683503854E-004
  0.11196126207000300        1.2000000476837158       2.39417892421732621E-003  7.00257917177921638E-004
  0.13936594490060694        1.2000000476837158       2.48005451243035312E-003  7.94077762262067072E-004
  0.17347845351988794        1.2000000476837158       2.61068136327384688E-003  8.69712822233847981E-004
  0.21594065793558770        1.2000000476837158       2.61665711944123651E-003  9.08703905022697047E-004
  0.26879630757319778        1.2000000476837158       2.43018930936028015E-003  8.71491857294714122E-004
  0.33458939903080598        1.2000000476837158       2.12369020036876251E-003  7.76207284495226317E-004
  0.41648662124315089        1.2000000476837158       1.74885045865567045E-003  6.33555525819212120E-004
  0.51842977146614588        1.2000000476837158       1.75572164805508986E-003  6.33417179997733458E-004
  0.64532547801944584        1.2000000476837158       1.75572164805508986E-003  6.33417179997733458E-004
  0.80328136133713657        1.2000000476837158       1.75572164805508986E-003  6.33417179997733458E-004
  0.99989999999999923        1.2000000476837158       1.75572164805508986E-003  6.33417179997733458E-004
  1.75999994098674404E-005   1.5000000000000000       5.49412158145717998E-006  3.13126010541405067E-007
  2.19079394306280580E-005   1.5000000000000000       6.53754046193145059E-006  3.70812042263938609E-007
  2.72703310334760196E-005   1.5000000000000000       7.63065952092505163E-006  4.60741071773192429E-007
  3.39452716231124650E-005   1.5000000000000000       9.04137022684074685E-006  5.48450318810980902E-007
  4.22540329324344206E-005   1.5000000000000000       1.07168308800630030E-005  6.57359952635159027E-007
  5.25965241603669345E-005   1.5000000000000000       1.26451001146697587E-005  7.80698222326034104E-007
  6.54705400115444006E-005   1.5000000000000000       1.48240384292930211E-005  9.41025213607354336E-007
  8.14957200657217889E-005   1.5000000000000000       1.74292307568717766E-005  1.11099445347708975E-006
  1.01443372665925569E-004   1.5000000000000000       2.05229385793015199E-005  1.33539119376682050E-006
  1.26273598779652802E-004   1.5000000000000000       2.45353474923123005E-005  1.59178184627315961E-006
