&DATA
  Name = 'ATLAS Jet data 1.2 <= |y| < 2.1'
  NDATA = 16
  NColumn = 27
  ColumnType = 'Flag', 2*'Bin','Sigma','Error',22*'Error'
  ColumnName = 'binFlag', 'pt1','pt2','Sigma','stat',
		'ATL_Jet2010_JES1_3' , 'ATL_Jet2010_JES2_9' ,
	'ATL_Jet2010_JES3_15' , 'ATL_Jet2010_JES4_21' ,
	'ATL_Jet2010_JES5_27' , 'ATL_Jet2010_JES6_31' ,
         'ATL_Jet2010_JES7_34' , 'ATL_Jet2010_JES8_40' ,
	 'ATL_Jet2010_JES9_46' , 'ATL_Jet2010_JES10_52' ,
	'ATL_Jet2010_JES11_58' ,
         'ATL_Jet2010_JES12_64' , 'ATL_Jet2010_JES13_70' ,
	'ATL_Jet2010_UnfClo_74' , 'ATL_Jet2010_Match_75' ,
	'ATL_Jet2010_JER_78' ,
         'ATL_Jet2010_YReso_82' , 'ATL_Jet2010_RecoEff_83' ,
	'ATLAS_lumi2010' , 'ATL_Jet2010_uncor_JESPile' ,
	'ATL_Jet2010_uncor_TEff' ,
         'ATL_Jet2010_uncor_CleEff'
  NInfo   = 1
  DataInfo = 7000.
  CInfo    = 'sqrt(S)'
  IndexDataset = 123
  Reaction  = 'pp jets APPLGRID'
  TheoryType     = 'expression'
  TermName = 'A1', 'K' 
  TermType = 'applgrid','kfactor' 
  TermSource = 'theoryfiles/atlas/Jets2010/R04/eta4.root' , 
               'theoryfiles/atlas/Jets2010/R04/KF-eta4.txt' 
  TheorExpr= 'K*A1/1.8'
  Percent   = 50*True
&END
0       10.0    20.0    0.  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
3	20.0	30.0	3696637.959970	0.548636	9.535854	7.617789	9.285434	9.493335	3.740539	14.290651	1.828611	3.828610	4.100768	0.005500	0.032344	2.601588	0.014844	0.127999	0.898507	10.071674	0.623041	2.000000	3.400000	1.304020	1.000000	0.414379
3	30.0	45.0	562265.617961	1.167149	4.735864	10.746316	6.768417	2.371501	2.317355	16.110672	2.334562	3.138374	4.385611	0.052168	0.070329	3.092202	0.179752	0.023602	0.878408	4.695606	0.099454	1.000000	3.400000	0.983626	1.000000	0.293476
3	45.0	60.0	109011.156479	2.011534	2.045741	8.078275	6.300941	0.191079	1.723784	11.637765	3.099478	1.952973	4.419661	0.198946	0.347101	2.760376	0.260810	0.077372	0.563068	1.787589	0.095902	1.000000	3.400000	0.599060	1.000000	0.200069
3	60.0	80.0	26745.306781	0.725593	0.530419	6.674935	5.404407	0.402220	2.563544	7.973891	3.105934	1.704404	4.938839	0.321860	0.073317	0.890884	1.763434	0.113273	0.362920	0.558534	0.076402	1.000000	3.400000	0.532263	1.000000	0.136661
3	80.0	110.0	5835.311736	1.109050	0.420310	6.463592	4.258314	0.956816	1.013426	5.766786	3.153680	1.353309	5.287900	1.312461	0.323135	0.292875	4.173320	0.127299	0.245009	2.264921	0.091828	1.000000	3.400000	0.498744	1.000000	0.092819
3	110.0	160.0	958.449644	0.711040	0.049083	5.662796	3.687797	1.073811	0.807893	4.458433	2.412096	0.712875	5.149964	1.543967	0.053212	0.121049	5.154488	0.220461	0.046719	1.143526	0.070564	1.000000	3.400000	0.582353	1.000000	0.070106
3	160.0	210.0	150.688794	0.814282	0.011827	5.026835	4.161885	1.089426	1.654501	5.438517	2.361331	0.953734	6.260434	2.595294	0.373335	0.019015	7.361788	0.409455	0.014054	1.193598	0.092460	1.000000	3.400000	0.511541	1.000000	0.064641
3	210.0	260.0	33.837037	0.663592	0.002065	4.536038	3.744495	1.314661	2.181471	5.827426	2.036423	0.759349	6.418488	3.363597	0.444184	0.002349	8.178516	0.625350	0.003702	1.254683	0.074856	1.000000	3.400000	0.645616	1.000000	0.063882
3	260.0	310.0	9.584826	1.283279	0.000289	4.061416	3.070150	1.745954	3.062107	6.320757	2.055795	0.632477	7.386416	4.108607	0.243191	0.000481	9.534920	0.197241	0.002676	0.863925	0.115643	1.000000	3.400000	0.468541	1.000000	0.063805
3	310.0	400.0	2.354200	1.057589	0.000051	4.039597	2.830619	1.448652	3.575172	6.746318	1.903810	0.434131	8.040055	4.951296	0.524323	0.000078	10.389168	0.026292	0.002139	1.461505	0.043438	1.000000	3.400000	0.414256	1.000000	0.063834
3	400.0	500.0	0.391407	1.980899	0.000024	4.652848	3.567404	1.690146	3.573623	7.354478	1.756778	0.439765	7.856685	5.607094	0.340460	0.000043	11.825889	0.360553	0.000204	1.047567	0.105320	1.000000	3.400000	0.464875	1.000000	0.068529
3	500.0	600.0	0.072496	4.721316	0.000005	4.134284	3.035662	2.159205	2.678274	8.420975	1.479503	0.377829	9.019115	6.785437	0.703913	0.000010	14.497878	0.542496	0.000060	1.220206	0.081811	1.000000	3.400000	0.458895	1.000000	0.846712
3	600.0	800.0	0.009515	8.768333	0.000005	5.178563	1.970673	1.657877	3.301352	10.953960	1.627083	0.667202	11.493526	9.838588	2.230552	0.000002	20.286371	0.640405	0.000436	2.138015	0.204668	1.000000	3.400000	0.416238	1.000000	1.019209
3	800.0	1000.0	0.000486	39.166539	0.001524	8.240852	5.356922	0.848444	4.629109	12.374717	1.243200	0.695334	13.997274	11.099513	5.516504	0.000457	25.185963	1.109364	0.001923	3.944445	0.255236	1.000000	3.400000	0.441716	1.000000	1.250019
3	1000.0	1200.0	0.000069	102.762457	0.135788	8.759944	6.833558	8.128836	6.481473	14.606364	0.937771	0.574222	15.929863	13.779123	11.779919	0.041134	33.978296	2.316541	0.033130	9.208043	0.549158	1.000000	3.400000	0.281148	1.000000	1.481765
