&DATA
  Name = 'ATLAS Jet data 2.1 <= |y| < 2.8'
  NDATA = 12
  NColumn = 28
  ColumnType = 4*'Bin','Sigma','Error',22*'Error'
  ColumnName = 'pt1','pt2','YBinSize','NPCorr','Sigma','stat', 
		'ATL_Jet2010_JES1_4' , 'ATL_Jet2010_JES2_10' , 'ATL_Jet2010_JES3_16' , 
		'ATL_Jet2010_JES4_22' , 'ATL_Jet2010_JES5_28' , 'ATL_Jet2010_JES6_31' , 
        	 'ATL_Jet2010_JES7_35' , 'ATL_Jet2010_JES8_41' , 'ATL_Jet2010_JES9_47' ,
	 	'ATL_Jet2010_JES10_53' , 'ATL_Jet2010_JES11_59' , 
        	 'ATL_Jet2010_JES12_65' , 'ATL_Jet2010_JES13_71' , 'ATL_Jet2010_UnfClo_74' ,
	 	'ATL_Jet2010_Match_75' , 'ATL_Jet2010_JER_79' , 
        	 'ATL_Jet2010_YReso_82' , 'ATL_Jet2010_RecoEff_84' , 'ATLAS_lumi2010' ,
	 	'ATL_Jet2010_uncor_JESPile' , 'ATL_Jet2010_uncor_TEff' , 
         	'ATL_Jet2010_uncor_CleEff'
  NInfo   = 1
  DataInfo = 7000.
  CInfo    = 'sqrt(S)'
  IndexDataset = 31 
  Reaction  = 'pp jets APPLGRID'
  TheoryInfoFile = 'theoryfiles/atlas/Jets2010/R06/eta5.root'
  TheoryType     = 'applgrid' 
  Percent   = 50*True
&END
25.000000	25.000000	1.400000	1.441865	5824449.864706	0.538500	12.652973	9.927807	14.945005	5.708556	4.867821	22.441751	2.187684	4.513536	4.790622	0.001241	0.019744	3.030135	0.002696	0.068656	0.428684	17.441664	0.497243	2.000000	3.400000	1.742392	1.000000	0.027692	
37.500000	37.500000	1.400000	1.213169	688664.059192	1.021581	8.866374	10.243266	10.754661	5.586272	3.055311	23.148295	2.677842	3.504204	4.994343	0.058827	0.071067	3.478138	0.164846	0.051584	0.497229	7.718765	0.169926	1.000000	3.400000	1.242307	1.000000	0.028852	
52.500000	52.500000	1.400000	1.124026	119432.975594	2.324865	2.670981	9.368893	7.889639	4.080212	2.098610	14.372927	3.591715	2.183298	5.045440	0.206506	0.444416	3.183378	0.340948	0.163896	0.296089	2.427851	0.243444	1.000000	3.400000	0.715047	1.000000	0.030243	
70.000000	70.000000	1.400000	1.081188	24162.846057	0.871921	0.852925	7.018795	4.450033	2.360332	4.138022	8.455375	3.476458	2.061936	5.163552	0.574021	0.083944	1.167516	2.080245	0.186673	0.318627	1.477430	0.058089	1.000000	3.400000	0.670506	1.000000	0.031867	
95.000000	95.000000	1.400000	1.053662	4715.598620	0.580149	0.350677	6.344996	3.462130	0.680323	2.494337	5.905202	3.242649	1.372309	5.465273	1.324345	0.353232	0.265636	4.309295	0.136759	0.180936	2.260540	0.036187	1.000000	3.400000	0.956135	1.000000	0.034187	
135.000000	135.000000	1.400000	1.034755	640.016651	0.580650	0.031478	6.204170	3.289204	0.527554	0.654236	5.252042	2.879006	0.972977	6.030513	1.937509	0.045903	0.109792	5.978804	0.202132	0.037295	1.282763	0.022053	1.000000	3.400000	0.786041	1.000000	0.037899	
185.000000	185.000000	1.400000	1.024410	73.127718	0.709561	0.002634	4.545996	3.329375	0.903933	1.779959	6.810381	2.748021	1.084993	7.383452	3.084589	0.423259	0.009347	8.731073	0.425861	0.076477	2.171613	0.005790	1.000000	3.400000	0.833175	1.000000	0.042541	
235.000000	235.000000	1.400000	1.019081	12.087487	1.251026	0.000322	4.837502	4.366312	1.388230	3.620215	7.676680	2.433687	0.982316	8.536176	4.608800	0.731986	0.000496	10.882506	0.524514	0.123586	1.568239	0.071296	1.000000	3.400000	0.767417	1.000000	0.047185	
285.000000	285.000000	1.400000	1.015857	2.257880	1.798228	0.000122	7.535938	4.850935	2.140283	4.984803	9.688296	3.624050	1.400069	10.463865	6.005873	0.794103	0.000164	13.607698	0.499284	0.043505	1.724479	0.077868	1.000000	3.400000	0.736044	1.000000	0.270322	
355.000000	355.000000	1.400000	1.013031	0.324292	2.889002	0.000016	6.909957	5.116014	2.007176	5.328018	10.974138	2.826952	0.683279	12.953996	7.599435	0.767334	0.000031	16.960516	0.328710	0.220192	1.802124	0.039651	1.000000	3.400000	1.080383	1.000000	0.192674	
450.000000	450.000000	1.400000	1.010724	0.020862	11.680313	0.000008	10.995816	6.313312	3.446707	5.629173	15.214071	2.687232	0.705846	16.229605	11.533682	0.326632	0.000000	23.478262	1.081433	0.334540	3.035045	0.493045	1.000000	3.400000	0.707527	1.000000	0.222045	
550.000000	550.000000	1.400000	1.009217	0.000583	63.890690	0.001722	2.389839	1.078332	4.990427	1.129786	13.164520	1.124655	0.085452	12.955014	9.221926	0.128129	0.000315	26.888456	0.913720	0.048178	11.697617	0.804426	1.000000	3.400000	0.104201	1.000000	0.252981	
